Client ID,Name,Age,Location ID,Joined Bank,Banking Contact,Nationality,Occupation,Fee Structure,Loyalty Classification,Estimated Income,Superannuation Savings,Amount of Credit Cards,Credit Card Balance,Bank Loans,Bank Deposits,Checking Accounts,Saving Accounts,Foreign Currency Account,Business Lending,Properties Owned,Risk Weighting,BRId,GenderId,IAId
IND22605,Carol Carpenter,36,36850,31-07-2005,Adam Hernandez,Asian,Health Coach II,Low,Silver,198506.33,43878.45,1,2544.55,292235.24,0.00,0.00,0.00,46739.22,654069.52,3,2,1,1,21
IND55690,Diane Lewis,37,13782,01-11-2021,Samuel Fowler,European,Biostatistician I,Mid,Silver,85031.17,5254.59,1,677.17,346606.26,352507.06,252224.88,44944.65,7376.94,0.00,2,1,1,2,22
IND13395,Kenneth Clark,25,19581,02-11-2019,Shawn Wallace,European,Programmer IV,High,Jade,364513.86,48900.60,1,4294.49,63118.15,321916.53,394070.24,80479.13,26637.14,1005176.25,3,4,2,1,1
IND51390,Amy Gomez,83,16211,02-11-2018,Jerry Green,European,Director of Sales,High,Gold,287767.50,16043.75,1,4195.26,417783.64,419185.54,644303.70,109531.63,28074.74,893733.13,1,4,2,2,2
IND45563,Ralph Weaver,66,35742,11-08-2001,Anthony Simpson,European,Automation Specialist IV,Mid,Jade,132163.92,19996.40,2,1988.56,340874.83,311874.17,358422.56,83507.80,4649.00,154235.34,1,1,3,1,3
IND39191,Lawrence Ruiz,26,11231,05-04-2001,Shawn Cook,European,GIS Technical Architect,Mid,Jade,19831.49,20224.40,1,929.98,397362.70,63120.44,25412.12,41290.60,9690.27,270674.58,3,1,3,2,4
IND15088,Betty Davis,56,12337,14-03-2013,Jesse Evans,European,Marketing Manager,Mid,Silver,67454.44,18561.11,1,2850.42,202973.22,515252.11,197330.60,182421.17,29202.53,460614.28,1,1,3,1,8
IND36682,Terry Lee,24,6739,02-09-2021,Bruce Porter,European,Biostatistician II,High,Jade,117770.23,13432.22,1,4949.74,1170149.44,370857.62,162656.85,113859.80,19534.49,1166836.17,2,2,3,1,9
IND52986,Virginia Edwards,27,38502,04-11-2015,Shawn Cook,Asian,Compensation Analyst,High,Silver,403281.51,43655.92,2,5223.40,553744.38,478960.24,313393.74,236227.92,5801.48,1732498.89,0,4,3,2,10
IND61440,Eric Jordan,47,4019,13-11-2003,Anthony Torres,European,Design Engineer,High,Jade,71031.74,35318.72,2,1934.52,543903.54,2181586.39,891070.50,593637.31,25402.04,604293.01,3,3,3,2,11
IND99015,Willie Garcia,81,41607,18-12-2012,Dennis Ruiz,European,Programmer Analyst II,High,Jade,102785.76,18023.20,1,3640.37,1291456.90,540168.09,148636.86,267365.08,108374.26,1918724.26,0,3,3,2,12
IND54373,Carlos Marshall,34,36978,13-10-2009,Steve Diaz,American,Financial Advisor,High,Silver,284195.29,33799.58,1,4595.81,829864.07,762603.38,240078.84,400790.44,15438.15,1967482.98,2,5,4,1,13
IND87901,Justin Alvarez,25,38178,17-10-2006,Shawn Cook,Australian,Programmer III,High,Jade,28916.56,18960.04,1,2537.17,411663.30,556226.56,322970.26,316391.24,29204.91,312349.90,2,1,4,2,14
IND64411,Shirley Olson,53,4876,28-08-2010,Benjamin Kim,African,Administrative Officer,Mid,Jade,230426.15,24638.11,1,1326.59,381936.29,141945.93,76650.80,196879.00,13577.81,660537.15,2,2,1,1,15
IND51179,Gloria Hall,83,6858,04-11-2005,Jonathan Hawkins,European,Associate Professor,High,Silver,358617.17,62413.95,1,1597.40,735813.67,540484.34,315867.47,320430.00,740.91,882359.83,2,3,2,1,1
IND74150,Joshua Porter,58,31754,29-03-2020,Donald Reynolds,European,Database Administrator II,Mid,Jade,21970.97,7296.21,2,204.71,258938.79,127319.24,108595.82,80997.51,8921.12,116205.76,0,1,3,1,2
IND71806,Evelyn Davis,26,2783,21-04-2010,Keith Griffin,Asian,Account Representative IV,Mid,Platinum,157903.39,24730.79,1,1723.95,222678.45,89287.60,54605.64,19377.62,21003.39,995856.75,0,1,4,2,3
IND92305,Arthur Vasquez,60,14885,21-04-2018,Anthony Torres,African,Human Resources Manager,High,Platinum,27469.92,15909.92,1,2995.14,472794.65,535094.20,233680.38,124934.34,30842.04,123411.30,3,1,1,2,4
IND50530,Eugene Myers,51,15976,05-03-2017,Shawn Wallace,Australian,Web Developer III,Mid,Jade,150224.49,13471.78,1,10.68,48561.78,175088.88,120894.70,72661.89,78.87,405905.02,1,1,1,1,5
IND23766,Denise Campbell,75,27916,23-11-2004,Joshua Bennett,African,Cost Accountant,Mid,Gold,222977.36,34262.65,1,5567.23,278909.21,821381.48,497151.95,344331.76,34701.18,1256329.17,3,4,1,2,6
IND51999,Justin Murphy,22,41329,07-11-2011,Joshua Bennett,Asian,VP Accounting,Mid,Jade,53692.16,21817.95,1,3485.44,492002.97,1748950.02,511597.63,569658.01,35765.61,1918772.63,0,2,2,1,7
IND74286,Pamela Nichols,80,2474,07-08-2010,Bruce Butler,Asian,Project Manager,Low,Platinum,315625.90,7689.95,1,3854.92,173071.87,290695.76,349743.33,107602.85,21933.25,413073.87,0,3,2,1,8
IND96410,Debra Montgomery,51,14593,25-08-2001,Patrick Graham,Asian,Technical Writer,Mid,Silver,68785.31,6001.50,1,1473.24,452592.97,67101.73,40379.80,23182.76,5537.85,716674.82,0,1,3,2,9
IND19975,Judy Myers,47,28644,31-03-2010,Joshua Bennett,American,Software Engineer II,Low,Silver,44664.01,22347.05,1,155.90,861778.17,856487.30,417263.04,176275.34,36125.73,1149200.02,1,1,3,2,10
IND33502,Brandon Harris,68,16878,03-01-2017,Paul Holmes,European,VP Sales,Mid,Jade,102662.31,29101.05,2,6378.37,890491.39,147432.65,36543.14,60838.02,31572.04,432845.77,0,2,3,2,11
IND66341,Bobby Watkins,75,23361,10-01-2019,Paul Holmes,European,Web Designer IV,High,Gold,336627.38,34353.00,1,740.09,257342.64,1769697.67,1059031.68,321053.81,30243.78,1803174.89,2,3,3,2,12
IND70050,Ralph Sullivan,33,33429,03-11-2012,Roy Rice,Asian,Statistician II,Mid,Jade,388550.52,72210.32,1,8095.65,2381138.32,1246002.33,276889.41,582506.09,74882.81,2238560.25,3,4,3,2,13
IND96601,Heather Patterson,78,42072,01-10-2020,Stephen Payne,European,Recruiter,High,Silver,335346.96,11722.05,1,3055.77,543866.64,311496.34,269963.49,306512.39,31149.36,701015.64,1,5,3,2,14
IND95215,Irene Willis,62,37847,02-06-2019,Bobby Burton,European,Administrative Assistant III,Mid,Platinum,424394.33,42781.52,1,2730.98,1200805.46,805006.72,276991.56,712214.55,37754.40,1717982.32,2,3,3,1,15
IND77741,Gerald Richards,57,4384,13-11-2006,Paul Larson,European,Database Administrator II,High,Silver,256234.92,61022.76,1,6906.18,1677991.21,1635153.76,649422.77,540876.39,58327.15,1427372.62,0,3,4,2,16
IND80280,Tammy Brooks,68,12779,13-12-1996,Gregory Simmons,European,Assistant Media Planner,High,Jade,36030.30,31578.36,1,1219.38,530279.44,166642.06,160313.88,54675.47,18631.01,599993.75,1,2,4,2,17
IND41934,Dennis Baker,45,649,12-09-2003,Donald Reynolds,Asian,Statistician IV,High,Jade,199546.53,12853.32,1,4383.23,975487.50,781992.09,243981.53,286209.11,7917.75,2038248.79,2,2,1,1,18
IND90650,Irene Reynolds,32,6011,04-12-2002,Joshua Ryan,Asian,Engineer III,Mid,Jade,79425.62,9808.56,1,614.92,487050.58,580085.14,199599.19,496253.48,32646.39,510896.60,2,1,2,1,19
IND94273,Eric Castillo,74,15239,17-06-2013,Donald Reynolds,European,Media Manager III,High,Silver,37600.42,12698.52,3,821.54,250595.95,519934.04,234336.47,159495.26,14215.34,389519.56,0,1,3,1,20
IND44029,Matthew Rodriguez,52,28171,03-05-2003,Todd Roberts,Asian,Structural Analysis Engineer,Mid,Jade,222815.17,40789.28,1,4068.80,961006.42,88271.98,29724.24,46468.89,42918.90,912686.23,0,2,4,1,21
IND45063,Eric Reynolds,75,38300,16-11-2020,Gregory Simmons,European,Executive Secretary,High,Gold,141963.47,12185.08,1,1073.26,599113.56,1209702.56,425951.61,332242.25,24756.85,413357.88,1,1,1,2,22
IND70183,Jesse Lane,82,42747,18-03-2005,Stephen Payne,European,Operator,Mid,Jade,75807.36,17002.70,2,3280.38,647520.73,26021.94,20395.58,14769.21,23382.82,414144.95,0,2,1,1,1
IND35875,Joe Freeman,72,30620,16-12-2003,Samuel Fowler,American,Media Manager III,High,Silver,196216.48,46580.16,1,5982.17,1520782.98,570748.36,300623.18,94543.81,43542.99,1208409.05,0,2,1,2,2
IND75766,Willie Wagner,47,6433,01-04-2019,Jason Duncan,European,Nurse Practicioner,Mid,Jade,397676.18,46862.55,2,10269.45,772691.72,1282034.49,309753.30,572699.43,89158.10,1114325.48,1,5,2,1,3
IND52274,Jesse Peterson,72,41138,29-01-2019,Joe Price,European,Account Representative I,Mid,Silver,95884.87,13662.34,1,443.58,49153.64,529249.04,543553.07,144184.60,7199.22,998314.12,0,2,2,2,4
IND25512,Arthur Snyder,23,15353,10-12-1996,Frank Brown,African,VP Quality Control,Mid,Silver,170389.44,44144.48,2,6518.70,566788.22,2195313.28,1118367.14,160023.15,316.19,1866373.72,0,2,3,1,8
IND85958,Gary Hunt,52,6801,04-08-2006,Shawn Long,Australian,Research Associate,High,Jade,77420.05,25194.68,1,2804.37,1802064.59,3047678.11,1552957.00,438710.35,80730.17,1959127.99,3,2,3,2,9
IND24266,Jack Spencer,20,16402,17-09-2002,Joe Hanson,Asian,Payment Adjustment Coordinator,High,Jade,163043.73,21898.80,1,4012.27,1072353.02,0.00,0.00,0.00,40255.35,1302218.19,1,3,3,1,10
IND19846,Lois Griffin,18,33054,13-06-2019,Anthony Berry,European,Recruiting Manager,Mid,Platinum,97502.58,5150.34,2,1344.22,157753.41,150704.23,101864.90,21098.59,20996.65,385928.65,2,1,3,2,11
IND93267,Clarence Chavez,52,28350,20-09-2013,Shawn Long,American,Engineer III,Low,Jade,191630.74,31036.46,2,5646.48,1397029.05,1049952.80,464733.21,475060.61,2821.02,703070.79,0,4,3,1,12
IND80594,Ann Hernandez,36,12419,03-10-2018,Bruce Porter,Australian,Developer IV,High,Platinum,66802.23,21204.00,2,2798.68,386423.99,531230.57,249678.37,306891.90,21076.90,649812.08,3,1,3,2,13
IND80690,Joe Mason,82,6674,26-03-2004,Chris Armstrong,European,Software Test Engineer III,High,Jade,110364.71,24412.82,1,752.52,94224.55,350433.96,303360.74,239445.77,26551.58,479127.01,2,2,3,2,14
IND13801,Ashley Coleman,19,8332,31-12-2016,Jesse Evans,European,Product Engineer,High,Jade,125706.35,30939.57,1,4904.42,1617744.24,243600.03,94621.50,54417.43,16818.52,526397.01,2,3,4,1,15
IND80847,Brandon Tucker,63,14854,23-03-2020,Joshua Bennett,European,Geologist IV,High,Silver,30509.30,16039.13,2,116.14,447251.73,127045.88,86132.80,23471.19,33808.99,708654.19,1,1,4,2,1
IND56469,Peter Sanchez,51,23145,13-08-2000,James Castillo,European,Executive Secretary,High,Jade,174820.33,39963.52,1,1423.87,376822.89,933331.01,460184.04,165407.00,48243.00,1101798.60,1,2,1,2,2
IND96719,Robin Woods,50,31263,14-09-2020,Jason Duncan,Australian,Database Administrator I,High,Jade,214432.05,19656.00,1,2129.40,601115.76,506969.44,321080.65,297929.04,6751.08,1457392.86,3,2,2,2,3
IND69161,Ronald Turner,20,35334,11-04-2020,Shawn Cook,European,Biostatistician II,Mid,Gold,158390.39,42135.60,1,92.75,424424.85,348631.44,228195.13,401623.42,2156.06,787650.25,0,3,3,2,4
IND63563,Jacqueline Jacobs,85,32711,07-11-2007,Jason Duncan,European,Product Engineer,Mid,Gold,191377.91,43629.74,1,3899.23,1444418.31,1425990.31,753353.37,556405.28,43399.16,1256997.06,2,3,4,2,5
IND33616,Aaron Vasquez,63,30784,11-03-2012,Samuel Fowler,European,Senior Cost Accountant,Mid,Silver,70008.45,18547.88,3,243.30,139171.91,45857.72,21291.09,41206.44,9063.16,34164.75,3,1,1,2,6
IND61446,Lisa Fernandez,69,9033,06-10-2000,Anthony Torres,European,Statistician II,Mid,Silver,65431.30,25178.10,1,2991.32,352619.01,509618.04,364012.89,180326.38,13655.57,680989.78,0,2,1,2,7
IND71063,Jennifer Cox,22,24062,19-03-2001,Shawn Cook,African,Software Engineer I,High,Silver,315981.67,43658.61,1,6394.97,758590.98,1045776.75,366021.86,679754.89,66448.19,1445831.22,1,2,1,2,8
IND41653,Christopher Reynolds,50,7669,07-03-2021,Joshua Bennett,European,Speech Pathologist,High,Jade,66391.14,13088.72,1,141.30,536031.45,107038.73,72218.90,42557.57,3854.82,755302.89,3,1,2,2,9
IND82371,Terry Black,60,33117,16-12-2001,Keith Griffin,Australian,Research Assistant II,High,Jade,51443.62,8991.84,1,7099.67,261255.79,530295.83,158750.98,196918.77,66527.81,1738470.80,0,2,2,2,10
IND75420,Janice Gray,73,14413,17-01-2001,Anthony Torres,African,Legal Assistant,High,Jade,209712.86,16818.27,1,2467.83,226487.54,39921.32,64187.22,14653.47,12887.17,96489.56,1,2,3,1,11
IND95008,Clarence Murray,43,25002,19-06-2016,Phillip Peters,American,Web Developer IV,High,Jade,417117.08,7290.91,1,7436.68,981015.40,2057795.31,1248170.92,530641.31,64086.92,1188000.12,1,3,3,1,12
IND56438,Jane Reynolds,52,7822,10-04-2019,Keith Griffin,European,Product Engineer,Low,Gold,82231.69,14281.92,1,4312.71,36652.66,743620.88,378112.31,221825.89,20722.36,479827.46,1,1,3,2,13
IND62378,Christina Hunt,23,34571,05-04-2012,Frank Brown,American,Media Manager IV,High,Silver,158077.07,26127.99,1,6228.00,262656.05,1211126.42,622230.09,454672.42,41574.52,1004496.25,2,2,3,1,14
IND84180,Nancy Mitchell,20,15142,17-03-2019,Donald Reynolds,Asian,VP Accounting,Mid,Gold,277452.63,49296.45,1,2428.38,205873.60,141935.64,171393.98,107978.21,25416.68,601229.85,2,5,3,2,15
IND69349,Benjamin Garza,17,18379,08-12-2004,Mark Montgomery,Asian,Media Manager IV,Mid,Gold,350625.04,27300.30,1,6833.39,867561.77,796059.43,314721.17,299355.37,89702.47,963282.93,0,4,3,2,16
IND65968,Roy Hughes,77,8473,27-10-2001,Bobby Burton,American,Graphic Designer,High,Jade,185599.45,23896.32,2,1233.15,457126.66,303143.84,249011.02,107399.53,26623.11,407741.25,1,2,3,1,17
IND83086,Arthur Duncan,46,14376,02-12-2008,Bobby Burton,American,Database Administrator III,Mid,Silver,95819.67,2697.80,1,1816.94,780831.58,253946.59,67504.79,103475.20,9755.80,351955.74,0,1,4,1,18
IND70927,Donald Hanson,83,11190,28-02-2013,Shawn Cook,European,Web Designer III,High,Jade,30898.92,21343.50,3,845.99,162813.13,150843.39,149003.84,34951.52,5480.14,395819.66,1,1,4,1,19
IND71808,Mary Johnston,72,17834,07-02-2004,Jesse Evans,Asian,Programmer Analyst IV,Mid,Platinum,66283.45,28269.72,2,3500.20,508481.50,363561.05,331244.51,73439.33,9567.96,319287.61,0,2,1,1,20
IND17448,George Fowler,31,14779,03-02-2020,Bobby Burton,European,Recruiting Manager,Low,Jade,46525.22,5173.56,1,1349.77,381700.42,116082.89,61455.65,40560.73,17195.67,597224.79,1,1,2,2,21
IND24125,Scott Mitchell,61,35662,30-04-2018,Anthony Torres,Asian,Staff Scientist,High,Jade,231731.08,73595.55,1,2370.78,1198853.05,99957.67,50540.40,37062.96,106.53,652778.42,2,5,3,1,22
IND96154,Joan Ortiz,22,11043,13-02-2021,Roger Alexander,European,Assistant Professor,High,Jade,122947.04,31710.43,1,364.70,34744.49,214791.36,149788.71,162054.43,22845.44,177518.04,2,2,4,1,1
IND35689,Cheryl Garrett,48,11467,13-03-1995,Phillip Peters,Australian,Geologist I,High,Gold,123401.70,70315.52,1,5618.62,1033489.82,1572645.27,875211.28,344614.44,85673.90,1678416.17,2,4,1,1,2
IND28975,Nicholas Watkins,47,21777,02-06-2011,Dennis Morris,American,Accountant III,Mid,Jade,342354.81,25422.70,2,5913.22,1475135.45,1251739.72,561804.44,271243.13,64653.54,616714.62,1,3,1,2,3
IND39526,Tammy Kim,61,18447,11-01-2020,Jesse Evans,Asian,Registered Nurse,High,Jade,59012.40,22778.92,2,1249.74,65119.84,66531.74,25265.22,43035.09,4403.30,371481.53,0,1,1,1,4
IND96775,Larry Brooks,30,18822,24-10-2005,Shawn Long,European,Desktop Support Technician,High,Platinum,162714.82,21954.24,1,342.57,342340.60,81825.80,35481.98,45424.18,24733.71,873421.30,3,2,2,2,8
IND90131,Stephen Carr,81,467,22-11-1995,Shawn Cook,Asian,Systems Administrator IV,High,Jade,157581.38,33288.00,1,5292.45,785409.84,1042672.65,466458.82,524354.59,18663.80,1436150.34,1,3,2,1,9
IND68422,Alan Taylor,67,28613,28-10-2017,Anthony Simpson,European,Systems Administrator II,High,Gold,75751.94,25677.08,1,6576.37,467736.47,434860.50,185978.08,85768.71,22662.59,1703957.08,1,2,3,2,10
IND34367,Johnny Richardson,72,533,28-10-2014,Steve Diaz,Australian,Human Resources Assistant IV,Mid,Jade,121290.33,21999.78,1,2810.30,1354505.05,2640689.23,604079.24,762865.78,2175.48,1101119.76,3,3,3,2,11
IND56930,Arthur Sullivan,71,32252,21-03-2018,Joshua Little,European,Media Manager I,High,Jade,100123.92,16866.90,1,5213.44,1263579.47,300310.91,226208.21,144149.23,52584.84,588852.50,1,4,3,2,12
IND47675,Walter Arnold,25,5209,22-10-1995,Joe Hanson,European,Database Administrator IV,High,Gold,41697.20,19048.16,3,4324.19,135573.47,1188019.35,282047.76,458113.94,30149.80,751123.18,1,2,3,1,13
IND91448,Roger Hernandez,51,20243,02-07-1995,George Lewis,Asian,Software Engineer III,High,Jade,20674.14,22214.91,3,2668.36,770743.92,665784.05,246586.69,290972.29,20937.56,316932.98,0,1,3,2,14
IND37820,Harry Martin,65,18920,09-09-2019,Ernest Rivera,American,Help Desk Operator,High,Jade,158667.27,11230.96,2,169.94,595889.48,108528.91,81111.08,23522.21,25136.70,760343.56,1,2,3,1,15
IND25754,Ruth Bailey,67,8104,09-06-2005,Douglas Tucker,European,Automation Specialist III,Low,Gold,42783.86,8986.11,1,3264.19,703366.71,0.00,0.00,0.00,44402.48,1159400.47,1,2,3,2,1
IND50610,Howard Stephens,65,38825,08-03-2008,Benjamin Kim,American,Occupational Therapist,High,Jade,73154.79,28365.12,1,6759.92,860465.42,1636294.10,597876.69,809650.91,5187.44,730930.64,1,3,4,1,2
IND26467,Thomas Welch,70,3351,05-10-2015,Jesse Evans,Asian,Statistician IV,Mid,Jade,179278.41,35155.74,1,5878.44,271176.21,153422.33,71597.09,46202.04,17116.17,1525523.09,0,2,4,2,3
IND73333,Gary Ellis,23,2054,21-03-2012,Todd Roberts,Asian,Safety Technician II,Mid,Silver,337287.43,16309.53,2,1813.65,112600.93,211212.83,171610.42,161577.81,413.34,1031824.45,0,2,3,2,4
IND69547,Terry Ray,34,11955,01-06-2011,Shawn Long,American,Accountant IV,High,Gold,91325.45,40384.32,2,8142.08,1722890.07,247701.74,52064.70,104650.04,33788.13,1256481.75,1,2,1,1,5
IND14819,Mark Ward,38,4878,25-01-2019,Donald Reynolds,Asian,Automation Specialist IV,Mid,Jade,123570.37,7933.20,1,1478.23,464089.94,19275.25,16761.09,5698.77,25492.38,534089.17,1,2,2,1,6
IND43846,Carol Freeman,65,9736,09-11-2012,Chris Armstrong,European,GIS Technical Architect,High,Silver,208133.32,23802.24,3,1476.26,707351.57,1525936.45,1074790.02,194125.65,62873.28,721018.12,1,2,3,1,7
IND50683,Gregory Mason,34,19885,14-03-2019,Jeremy Vasquez,European,Professor,Low,Jade,171731.73,10815.36,1,4130.69,378784.85,901622.66,281306.27,365193.24,19452.66,1341318.89,1,2,4,2,8
IND70906,Paul Armstrong,26,31831,28-06-2020,Paul Larson,European,Media Manager IV,Low,Silver,89041.08,17562.24,1,1276.31,207413.11,65425.86,87586.24,17939.35,2289.93,460558.02,3,1,1,2,9
IND57481,Clarence Sullivan,79,39581,21-12-2021,Shawn Long,European,Sales Associate,High,Jade,90878.30,40976.39,2,1848.48,1479472.50,1142056.35,692722.70,216616.26,3673.65,945657.26,3,4,1,1,10
IND59872,Keith Ray,52,23804,11-12-2021,Jeremy Vasquez,Asian,Web Designer III,High,Platinum,194269.93,52194.36,1,3085.91,1036239.10,1621386.24,594095.72,585679.37,6651.80,848117.62,0,2,1,1,11
IND29699,Roy Lee,45,24321,18-01-2006,Chris Armstrong,European,Statistician III,Low,Jade,244407.55,7794.62,1,160.92,148105.88,1349926.19,714666.81,177872.63,2931.97,1464641.47,2,2,2,2,12
IND74437,Matthew GoPKRalez,28,19548,13-10-2003,Jeremy Vasquez,European,Senior Developer,High,Jade,89835.34,10536.85,3,478.23,1170365.01,1045397.52,872960.82,210911.64,43825.62,1325281.55,0,3,2,1,13
IND72103,Norma Washington,44,40821,27-05-2021,Joshua Little,Asian,Dental Hygienist,Mid,Silver,251512.74,44473.28,1,3613.77,337250.60,136148.51,122302.90,109541.86,34364.68,251233.80,2,5,3,2,14
IND49677,Thomas Peters,46,7641,18-07-2006,Raymond Alexander,American,Web Designer II,Mid,Gold,29990.47,3006.14,3,2847.68,416331.58,154325.50,44093.00,84364.61,16184.48,493787.55,1,1,3,1,15
IND68590,Larry Baker,60,34236,27-09-2019,Victor Ramos,Asian,Web Developer IV,Low,Jade,89882.99,19533.21,3,2666.57,857309.00,222362.18,157424.55,38569.01,62249.69,1491923.98,2,2,3,1,16
IND42163,Cynthia Wheeler,76,29628,01-02-2007,Nicholas Cunningham,American,Budget/Accounting Analyst III,Mid,Silver,166062.12,32686.84,1,83.80,94568.80,136205.19,63238.12,134989.07,14772.92,336401.20,0,1,3,2,17
IND25041,Lillian Jackson,59,32066,14-03-2013,Mark Montgomery,Australian,Media Manager IV,Mid,Jade,245836.28,30283.00,1,759.19,757839.23,97270.64,74744.81,16587.20,3237.41,437606.29,3,2,3,2,18
IND32204,Lori Marshall,27,23669,08-03-2020,Jonathan Hawkins,Asian,Structural Engineer,High,Jade,340982.20,51114.38,1,2538.76,923578.54,222884.56,166278.96,125629.06,22111.56,1006246.11,1,5,3,2,19
IND94129,Jerry Rogers,62,27712,21-11-2017,Stephen Payne,European,Payment Adjustment Coordinator,Mid,Platinum,99927.63,6232.67,1,579.14,115782.46,17503.97,13791.01,15276.19,10968.36,459031.79,1,2,3,2,20
IND68054,Roy Armstrong,44,22102,29-11-2020,Phillip Peters,European,Human Resources Manager,Mid,Jade,98458.06,5650.56,3,2086.16,470697.02,417648.82,263516.52,229010.77,5986.98,376548.75,1,1,4,1,21
IND98980,Alan Wheeler,39,16663,16-09-2015,Roger Alexander,European,Design Engineer,Mid,Jade,38002.72,22652.80,1,2262.89,282746.52,827644.32,317523.92,253758.87,11236.21,254947.60,0,1,4,2,22
IND77041,Teresa Kennedy,39,21182,13-11-2008,Jerry Green,Australian,Administrative Officer,High,Platinum,68540.57,15155.84,3,6049.74,208728.05,1548129.75,1071782.13,266490.03,68334.88,1016647.91,2,2,3,2,1
IND56058,Charles Banks,43,18625,14-09-2021,Raymond Alexander,European,Automation Specialist I,High,Jade,232630.34,41074.04,1,3004.51,256989.41,47812.38,20320.26,34317.33,24242.82,606146.02,2,2,1,2,2
IND89708,David Howell,71,23116,15-01-2006,Jonathan Hawkins,European,Payment Adjustment Coordinator,High,Gold,123854.66,34316.46,1,6590.94,721781.54,193381.28,108776.97,108414.38,22412.76,734227.03,1,3,2,2,3
IND71190,Wayne Baker,69,16470,16-02-2015,George Lewis,European,Research Assistant III,High,Gold,281097.73,19224.09,1,6240.59,612848.63,893388.79,402900.82,472970.53,10046.04,925647.61,0,2,3,1,4
IND70757,Benjamin Wheeler,46,24059,16-09-2009,Keith Griffin,Asian,Systems Administrator I,Mid,Jade,98764.34,27175.62,3,425.10,117867.76,29873.72,24108.61,28301.42,16602.52,45228.19,2,1,4,1,8
